laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,CpuGen,Ram,Gpu,OpSys,Weight,Price_euros
596,Asus,ROG Strix,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,7th Gen,8GB,Nvidia GeForce GTX 1060,Windows 10,2.73kg,1178.93
597,Asus,TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),2 in 1 Convertible,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,7th Gen,8GB,Intel HD Graphics 520,Windows 10,2.2kg,636.4
598,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,9th Gen,12GB,AMD Radeon 530,Windows 10,2.2kg,861.92
599,Dell,Inspiron 3179,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Core M 7Y30 1.0GHz,Unknown,4GB,Intel HD Graphics 615,Windows 10,1.39kg,500.19
600,Samsung,Notebook Odyssey,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,16GB,Nvidia GeForce GTX 1050,Windows 10,2.5kg,1330.8
601,Lenovo,V320-17ISK (i3-6006U/4GB/500GB/FHD/No,Notebook,17.3,Full HD 1920x1080,Intel Core i3 6006U 2GHz,6th Gen,4GB,Intel HD Graphics 520,No OS,2.8kg,625.6
602,Lenovo,IdeaPad 110-15ISK,Notebook,15.6,1366x768,Intel Core i3 6100U 2.3GHz,6th Gen,8GB,Intel HD Graphics 520,Windows 10,2.29kg,485.25
603,Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,7th Gen,8GB,Intel HD Graphics 620,Windows 10,1.37kg,2381.16
604,Lenovo,Thinkpad T470p,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,7th Gen,8GB,Intel HD Graphics 630,Windows 10,1.7kg,1824.95
605,Dell,Latitude 5289,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,8GB,Intel HD Graphics 620,Windows 10,1.34kg,1925.72
606,Dell,Precision 3520,Workstation,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,8GB,Nvidia Quadro M620,Windows 10,2.06kg,2171.23
607,HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,7th Gen,8GB,Intel HD Graphics 620,Windows 10,1.84kg,1323.95
608,HP,ProBook 450,Notebook,15.6,1366x768,Intel Core i3 7100U 2.4GHz,7th Gen,4GB,Intel HD Graphics 620,Windows 10,2.1kg,576.63
609,Acer,Aspire 1,Notebook,14.0,Full HD 1920x1080,Intel Celeron Quad Core N3450 1.1GHz,3th Gen,4GB,Intel HD Graphics 500,Windows 10,1.6kg,431.5
610,MSI,Laptop MSI,Gaming,17.3,Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,6th Gen,16GB,Nvidia GeForce GTX 970M,Windows 10,4.14kg,2159.81
611,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,6th Gen,4GB,AMD Radeon R5 M420,Linux,2.18kg,424.49
612,MSI,GS63VR 7RF,Gaming,15.6,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,7th Gen,16GB,Nvidia GeForce GTX 1060,Windows 10,1.8kg,2447.09
613,Toshiba,Tecra Z50-C-144,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,6th Gen,8GB,Intel HD Graphics 520,Windows 10,2.2kg,1283.5
614,Lenovo,IdeaPad 310-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,6GB,Intel HD Graphics 620,Windows 10,2.4kg,573.31
615,Lenovo,Yoga 720-15IKB,2 in 1 Convertible,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,8GB,Intel HD Graphics 630,Windows 10,2kg,1518.29
616,Acer,Swift SF114-31-P5HY,Notebook,14.0,1366x768,Intel Pentium Quad Core N3710 1.6GHz,3th Gen,4GB,Intel HD Graphics 405,Windows 10,1.6kg,408.21
617,Lenovo,Thinkpad P51,Notebook,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Xeon E3-1535M v6 3.1GHz,1th Gen,32GB,Nvidia Quadro M2200M,Windows 10,2.5kg,4509.21
618,Dell,Inspiron 7559,Gaming,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,6th Gen,16GB,Nvidia GeForce GTX 960<U+039C>,Windows 10,2.59kg,881.17
619,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,6th Gen,4GB,Intel HD Graphics 520,Linux,2.18kg,583.67
620,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 6006U 2.0GHz,6th Gen,4GB,Intel HD Graphics 520,Linux,2.25kg,430.54
621,Dell,Latitude 5580,Notebook,15.6,1366x768,Intel Core i5 7300U 2.6GHz,7th Gen,4GB,Intel HD Graphics 620,Linux,1.93kg,1316.55
622,Asus,FX753VD-GC007T (i7-7700HQ/8GB/1TB,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,8GB,Nvidia GeForce GTX 1050,Windows 10,3kg,1560.48
623,Dell,Vostro 3568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,4GB,AMD Radeon R5 M420,Linux,2.18kg,756.12
624,HP,EliteBook 850,Ultrabook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,7th Gen,8GB,Intel HD Graphics 620,Windows 10,1.84kg,1142.35
625,MSI,GT62VR 7RE,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,16GB,Nvidia GeForce GTX 1070,Windows 10,2.94kg,2841.11
626,Acer,CB5-132T-C9KK (N3160/4GB/32GB/Chrome,2 in 1 Convertible,11.6,IPS Panel Touchscreen 1366x768,Intel Celeron Quad Core N3160 1.6GHz,3th Gen,4GB,Intel HD Graphics 400,Chrome OS,1.25kg,412.87
627,HP,ProBook 650,Notebook,14.0,1366x768,Intel Core i5 7300U 2.6GHz,7th Gen,8GB,Intel HD Graphics 620,Windows 10,2.31kg,1112.54
628,Lenovo,ThinkPad T470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,6th Gen,8GB,Intel HD Graphics 520,Windows 7,1.65kg,1660.73
629,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8th Gen,4GB,AMD Radeon 530,Windows 10,2.2kg,1000.3
630,Fujitsu,LifeBook A557,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,7th Gen,8GB,Intel HD Graphics 620,Windows 10,2.2kg,958.93
631,HP,EliteBook 850,Notebook,15.6,1366x768,Intel Core i5 6200U 2.3GHz,6th Gen,4GB,Intel HD Graphics 520,Windows 7,1.88kg,861.45
632,Lenovo,IdeaPad 320-15IKB,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,7th Gen,8GB,Nvidia GeForce 920MX,Windows 10,2.2kg,1122.39
633,Mediacom,SmartBook 140,Notebook,14.0,Full HD 1920x1080,Intel Atom x5-Z8350 1.44GHz,8th Gen,2GB,Intel HD Graphics,Windows 10,1.4kg,232.42
634,Lenovo,IdeaPad 320-15IKBN,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,4GB,Intel HD Graphics 620,No OS,2.2kg,535.08
635,Asus,Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10),2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,6GB,Intel HD Graphics 620,Windows 10,1.5kg,664.14
636,Dell,XPS 15,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,8GB,Nvidia GeForce GTX 1050,Windows 10,2kg,1922.33
637,Asus,ZenBook 3,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,7th Gen,16GB,Intel HD Graphics 620,Windows 10,1.1kg,2381.17
639,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,16GB,Nvidia GeForce GTX 1050 Ti,Windows 10,2.62kg,1319.21
640,Lenovo,V330-15IKB (i5-8250U/4GB/256GB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8th Gen,4GB,Intel UHD Graphics 620,Windows 10,1.8kg,1234.41
641,Lenovo,Ideapad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,6th Gen,4GB,Nvidia GeForce 920MX ,Windows 10,2.2kg,426.02
642,Asus,X541NA-GO414T (N3350/8GB/1TB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,3th Gen,8GB,Intel HD Graphics 500,Windows 10,2kg,391.21
643,Asus,VivoBook Pro,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,7th Gen,8GB,Nvidia GeForce GTX 1050,Windows 10,1.99kg,1064.41
644,Dell,XPS 13,Ultrabook,13.3,Quad HD+ / Touchscreen 3200x1800,Intel Core i5 8250U 1.6GHz,8th Gen,8GB,Intel UHD Graphics 620,Windows 10,1.23kg,2274.32
645,Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,3th Gen,2GB,Intel HD Graphics 400,Windows 10,1.42kg,268.9
646,Lenovo,Thinkpad Yoga,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,7th Gen,8GB,Intel HD Graphics 620,Windows 10,1.37kg,1912.99
647,Dell,XPS 15,Notebook,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,7th Gen,16GB,Nvidia GeForce GTX 1050,Windows 10,2.06kg,2835.88
648,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,8GB,Nvidia GeForce GTX 1050M,Windows 10,2.5kg,1168.65
649,HP,17-AK091ND (A9-9420/8GB/1TB/W10),Notebook,17.0,1600x900,AMD A9-Series 9420 3GHz,9th Gen,8GB,AMD Radeon R5,Windows 10,2.6kg,718.13
650,Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,7th Gen,16GB,Intel HD Graphics 620,Windows 10,1.14kg,3106.28
651,Asus,ROG GL553VE-FY022,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,8GB,Nvidia GeForce GTX 1050 Ti,No OS,2.5kg,1489.97
652,Acer,Extensa EX2540,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,6th Gen,4GB,Intel HD Graphics 520,Windows 10,2.4kg,408.05
653,Lenovo,IdeaPad 100S-14IBR,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,3th Gen,4GB,Intel HD Graphics,Windows 10,1.43kg,297.05
654,Acer,Swift 3,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,8GB,Intel Graphics 620,Windows 10,1.8kg,955.67
655,Razer,Blade Pro,Gaming,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,16GB,Nvidia GeForce GTX 1060,Windows 10,1.95kg,2336.19
656,Toshiba,Portege Z30-C-16J,Notebook,13.3,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,6th Gen,8GB,Intel HD Graphics 520,Windows 10,1.2kg,1421.68
657,Lenovo,Thinkpad X270,Ultrabook,12.5,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,7th Gen,8GB,Intel HD Graphics 620,Windows 10,1.36kg,1572.07
658,Asus,ROG G701VI,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6820HK 2.7GHz,6th Gen,32GB,Nvidia GeForce GTX 1080,Windows 10,3.8kg,3445.8
659,Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,7th Gen,8GB,Nvidia GeForce GTX 1050,Linux,2.4kg,628.15
660,Dell,XPS 13,Ultrabook,13.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8th Gen,8GB,Intel UHD Graphics 620,Windows 10,1.2kg,2093.38
661,MSI,GL62M 7REX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,8GB,Nvidia GeForce GTX 1050 Ti,Windows 10,2.2kg,1097.33
662,HP,250 G6,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,6th Gen,4GB,Intel HD Graphics 520,No OS,1.86kg,417.39
663,Toshiba,Tecra A50-D-11M,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,8GB,Intel HD Graphics 620,Windows 10,2.0kg,1338.91
664,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8th Gen,8GB,AMD Radeon 530,Windows 10,2.2kg,906.02
665,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8th Gen,16GB,AMD Radeon 530,Windows 10,2.2kg,1442.01
666,Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,6th Gen,8GB,Nvidia GeForce GTX 960,Windows 10,3.31kg,1021.58
667,Dell,Alienware 17,Gaming,17.3,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,7th Gen,32GB,Nvidia GeForce GTX 1070,Windows 10,4.42kg,4376.18
668,Dell,Latitude E7470,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,6th Gen,8GB,Intel HD Graphics 520,Windows 10,1.56kg,1355.38
669,Lenovo,Ideapad 320-15IAP,Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,3th Gen,4GB,Intel HD Graphics 500,Windows 10,2.2kg,410.92
670,Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,6th Gen,4GB,Intel HD Graphics 520,Windows 10,2.2kg,556.49
671,HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,1920x1080,Intel Core i3 6006U 2GHz,6th Gen,6GB,AMD Radeon R5 M430,Windows 10,2.04kg,680.1
672,MSI,GP72VR Leopard,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,8GB,Nvidia GeForce GTX 1060,Windows 10,2.7kg,1461.66
673,Toshiba,Satellite Pro,Notebook,15.6,1366x768,Intel Core i3 6100U 2.1GHz,6th Gen,4GB,Intel HD Graphics 520,Windows 10,2.1kg,473.16
674,Dell,Latitude 3580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,8GB,Intel HD Graphics 620,Windows 10,2.06kg,1008.19
675,HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,7th Gen,8GB,AMD Radeon 530,Windows 10,2.1kg,644.13
676,Toshiba,Tecra Z50-D-10E,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,8GB,Intel HD Graphics 620,Windows 10,2.0kg,1841.85
677,Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,6th Gen,4GB,Intel HD Graphics 520,Linux,2.1kg,406.53
678,Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7600U 2.8GHz,7th Gen,8GB,Intel Iris Plus Graphics 640,Windows 10 S,1.252kg,2365.3
679,Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,8GB,AMD Radeon R5 M430,Windows 10,1.90kg,934.01
680,Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,8GB,Intel HD Graphics 620,Windows 10,1.3kg,933.8
681,Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD E-Series E2-9000 2.2GHz,9th Gen,4GB,AMD Radeon R2 Graphics,Windows 10,2.2kg,383.48
682,HP,Pavilion X360,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,7th Gen,4GB,Nvidia GeForce 940MX,Windows 10,1.63kg,878.5
683,MSI,GP62 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,16GB,Nvidia GeForce GTX 1050,Windows 10,2.4kg,1374.68
684,Asus,Zenbook 3,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,8GB,Intel HD Graphics 620,Windows 10,1.1kg,1519.34
685,HP,Chromebook X360,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,3th Gen,8GB,Intel HD Graphics 500,Chrome OS,1.4kg,645.63
686,LG,Gram 15Z975,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8th Gen,8GB,Intel HD Graphics 620,Windows 10,1.09kg,2951.42
687,Acer,Aspire VX5-591G,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,7th Gen,16GB,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5kg,1309.48
688,MSI,GV62M 7RD,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,7th Gen,8GB,Nvidia GeForce GTX 1050,Windows 10,2.2kg,882.18
689,Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,3th Gen,4GB,Intel HD Graphics 500,Windows 10,1.86kg,409.48
690,Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,7th Gen,16GB,Nvidia GeForce GTX 1060,Windows 10,3.21kg,2336.6
691,HP,17-bs000nv I3,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 6006U 2GHz,6th Gen,4GB,AMD Radeon R5 520,Windows 10,2.5kg,845.2
692,Lenovo,Yoga 730,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8th Gen,8GB,Intel UHD Graphics 620,Windows 10,1.19kg,997.86
693,Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,7th Gen,16GB,Nvidia GeForce GTX 1070,Windows 10,3.49kg,3090.56
694,HP,250 G6,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,7th Gen,4GB,AMD Radeon 520,Windows 10,1.86kg,693.24
695,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,6th Gen,4GB,AMD Radeon R5 M430,Windows 10,2.2kg,569.95
696,HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,9th Gen,6GB,AMD Radeon R7 M440,Windows 10,2.65kg,772.85
697,Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,3th Gen,4GB,Intel HD Graphics 510,Windows 10,2.1kg,376.63
698,Acer,Chromebook 14,Notebook,14.0,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,3th Gen,4GB,Intel HD Graphics 510,Chrome OS,1.45kg,510.76
699,Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,4GB,Intel HD Graphics 620,Windows 10,1.7kg,738.71
700,HP,ZBook 17,Workstation,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,8GB,Nvidia Quadro M1200,Windows 10,3.14kg,2456.53
701,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,7th Gen,8GB,Intel HD Graphics 620,Windows 10,1.42kg,3695.96
702,Toshiba,Satellite Pro,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,8GB,Intel HD Graphics 620,Windows 10,1.5kg,1325.56
703,Acer,TravelMate B117-M,Netbook,11.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,3th Gen,4GB,Intel HD Graphics,Windows 10,1.4kg,237.14
704,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,7th Gen,16GB,Intel HD Graphics 620,Windows 10,1.38kg,1835.16
705,Asus,Chromebook Flip,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Intel Core M M3-6Y30 0.9GHz,Unknown,4GB,Intel HD Graphics 515,Chrome OS,1.2kg,689.72
706,Toshiba,Portege Z30T-C-133,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,6th Gen,16GB,Intel HD Graphics 520,Windows 10,1.36kg,2248.37
707,HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,7th Gen,4GB,AMD Radeon 530,Windows 10,2.1kg,852.48
708,Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,7th Gen,8GB,Nvidia GeForce GTX 1050,Windows 10,2.56kg,763.49
709,Lenovo,IdeaPad 320-15AST,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 2.9GHz,9th Gen,4GB,AMD Radeon 530,Windows 10,2.2kg,444.31
710,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1366x768,AMD A12-Series 9720P 3.6GHz,9th Gen,8GB,AMD Radeon R7,Windows 10,2.2kg,298.59
711,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,4GB,Intel HD Graphics 620,Windows 10,2.1kg,862.81
712,Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,6th Gen,4GB,Intel HD Graphics 520,No OS,1.90kg,448.89
713,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,8GB,Intel HD Graphics 620,Windows 10,2.18kg,883.38
714,Acer,Spin 5,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8th Gen,8GB,Intel UHD Graphics 620,Windows 10,1.6kg,1037.03
715,Lenovo,ThinkPad P51s,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,6th Gen,16GB,Nvidia Quadro M520M,Windows 7,2.18kg,2465.68
716,Lenovo,Thinkpad T460p,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,6th Gen,8GB,Intel HD Graphics 520,Windows 10,1.8kg,634.21
717,HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9620P 2.5GHz,9th Gen,6GB,AMD Radeon 530,Windows 10,2.71kg,718.34
718,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,8GB,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5kg,1347.47
719,Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,7th Gen,8GB,Nvidia GeForce 930MX,Linux,1.64kg,1099.1
720,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,8GB,Intel HD Graphics 620,Linux,1.98kg,1049.25
721,Asus,VivoBook E403NA,Notebook,14.0,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,3th Gen,4GB,Intel HD Graphics 500,Windows 10,1.5kg,274.92
722,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,7th Gen,16GB,Intel HD Graphics 620,Windows 10,1.93kg,1789.54
723,Lenovo,Thinkpad E470,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,8GB,Nvidia GeForce 920MX,Windows 10,1.87kg,1003.84
724,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,7th Gen,8GB,Intel HD Graphics 620,Windows 10,1.9kg,1594.37
725,Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,1366x768,AMD A6-Series 7310 2GHz,7th Gen,4GB,AMD Radeon R4,Windows 10,2.19kg,288.04
726,Mediacom,Smartbook 142,Notebook,14.0,IPS Panel Full HD 1920x1200,Intel Atom Z8350 1.92GHz,8th Gen,4GB,Intel HD Graphics 400,Windows 10,1.4kg,252.65
727,HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,7th Gen,8GB,Nvidia GeForce 930MX,Windows 10,2.63kg,1583.06
728,Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6500U 2.5GHz,6th Gen,8GB,Intel HD Graphics 520,Windows 10,1.17kg,1998.78
729,HP,Pavilion X360,2 in 1 Convertible,13.3,IPS Panel Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,7th Gen,8GB,Intel HD Graphics 620,Windows 10,1.58kg,661.76
730,Lenovo,ThinkPad T470s,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,7th Gen,8GB,Intel HD Graphics 620,Windows 10,1.32kg,1487.22
731,Dell,Alienware 17,Gaming,17.3,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,7th Gen,32GB,Nvidia GeForce GTX 1070,Windows 10,4.36kg,4308.13
732,MSI,GL72M 7REX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,7th Gen,8GB,Nvidia GeForce GTX 1050 Ti,Windows 10,2.7kg,1709.27
733,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,7th Gen,4GB,Intel HD Graphics 620,No OS,1.9kg,472.34
734,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8th Gen,8GB,AMD Radeon 530,Windows 10,2.2kg,371.83
735,Dell,Inspiron 5378,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,7th Gen,4GB,Intel HD Graphics 620,Windows 10,1.71kg,781.81
